file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,0 days,0 days 00:00:03.370041667,24.39618,0.08799067,22.433586,24.256905,26.340778,3.9071922,252.4583,358.24884,31.00108,12.709691,0.111899905,1.3714473,0.0020964888,0.0106990505,0.24736029,0.2452638,3.3056273,1.7560427,3.4423985,2.8231752,0.035738338,1.4684827,11.738795,1.6304902,5.9753766,1.7390366,9.842266,1.4314811,1.2461215,7.51747,0.030077837,1.0371882,1.4844778,0.7144141,3.341398,0.9513695,2.259702,1.8650825,20.849901,0.4187175,471.82043,0.47761077,1214.2192,0.20262563,-142.39717,-0.6110216,1446.314,0.19999738,911.4192,0.30777588,-143.30988,-0.5857293,2475.3242,0.10699047,701.49243,0.24335454,-145.42656,-0.5555107,-12.279986,-0.6525242,19.898918,0.45049462,0.07971068,0.34318447,-0.010018907,-1.220213,0.09399192,0.54380065,31.706287,0.44334635,2.6107705,4.5061502,23.32259,0.52615327,-2.6616209,-4.9274435,-1.3530309,9.433298,0.07498986,0.012041584,0.011143339,2.3809524,1.5105741,0.19399999,0.124835886,0.444,0.45491096,-48.063854,03-01-04-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,0 days,0 days 00:00:03.903916667,37.050087,0.12014036,35.70014,37.672714,39.895588,4.195446,124.12025,77.434814,44.807755,7.6193724,0.68586713,1.2496494,0.06222403,0.21539669,1.3005306,1.2383065,15.287706,10.931292,13.655274,6.3173194,0.42703885,1.4236718,11.106801,1.0994457,-3.6670244,-3.0343084,-0.88521886,-14.022817,1.059225,15.606944,0.035521235,2.2339354,1.2663064,0.639895,6.654629,0.63196224,7.612049,1.0859188,16.86612,0.5127249,695.65814,0.49805048,1065.1422,0.30894238,-143.16307,-0.59990764,1679.8193,0.23996104,821.437,0.27789953,-123.362915,-0.73299086,2721.2832,0.14328718,667.15515,0.4278528,-125.82678,-0.6954484,-8.451243,-0.72769713,17.909134,0.40434125,0.09534306,0.3665618,-0.007930307,-1.2467234,0.985234,0.611795,18.96588,0.5906239,-3.1420722,-3.6197982,-0.8440203,-19.288258,-6.445062,-3.3183484,-1.0472338,13.065948,0.0515617,0.011606102,0.03909853,2.0565553,0.78125,0.52666664,0.26849374,0.5475,0.47876796,-27.3426,03-01-06-02-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,0 days,0 days 00:00:04.137458333,36.234467,0.14220478,31.964806,36.795105,40.57973,8.614925,296.55597,150.48048,52.248528,22.972002,0.898231,1.3114117,0.06335936,0.27542484,1.5761244,1.512765,22.67106,14.790153,23.180084,21.773746,0.6135053,1.5886246,2.4193714,6.554272,-3.0142832,-4.0303698,1.7276493,6.186332,-4.417777,-4.0871754,0.054315414,2.1147056,1.2209651,0.64382946,5.154594,0.81581247,6.191127,1.4296165,12.698458,0.62794155,863.30237,0.34157917,894.2986,0.36400023,-140.84625,-0.622881,1968.3624,0.19024494,713.9311,0.53347516,-132.84431,-0.67432076,2996.386,0.10802085,775.61053,0.60108346,-133.74097,-0.66108537,-5.402636,-1.4639833,13.933836,0.5964815,0.10327107,0.40245137,-0.01328184,-1.0727886,1.5850822,0.68646103,14.126028,0.92112315,-4.951428,-2.6158297,2.718743,5.2159095,-16.082611,-1.4569942,4.978397,3.9476595,0.082432754,0.01082508,0.08166591,1.9417477,0.7371008,0.47,0.313794,0.512,0.3801789,-24.97932,03-01-05-02-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,0 days,0 days 00:00:03.870541667,30.281694,0.18145646,26.696667,29.608902,32.87205,6.1753845,411.1569,369.3966,98.607864,61.633595,0.30953383,1.3722346,0.0051132794,0.086011976,0.62811846,0.62300515,9.112722,5.3672366,9.09934,5.702922,0.15624435,1.632668,7.703193,1.9999285,4.1663375,2.7557175,7.522891,1.792278,0.79973197,19.140429,0.074315004,1.728745,1.4217826,0.6559036,3.2610905,1.0086685,4.5765166,1.9567188,16.395733,0.5237119,557.5993,0.48292625,1058.8097,0.22038917,-139.25056,-0.622738,1642.4866,0.2214771,691.8867,0.602856,-136.82167,-0.611402,2627.3838,0.1436299,675.43304,0.4534648,-136.87276,-0.610648,-9.654114,-0.8515793,17.15797,0.50685805,0.07620147,0.4802348,-0.012805536,-0.99202293,0.38706574,0.791287,21.503576,0.5705332,5.6372685,2.3071654,13.188054,1.4571968,-2.9729633,-7.1045914,1.125374,6.7372613,0.07050973,0.012165572,0.038822483,2.3316064,1.8372704,0.17857143,0.13829869,0.29625,0.4136707,-36.428753,03-01-05-01-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,0 days,0 days 00:00:03.636979167,30.818579,0.08563284,29.07449,30.389652,33.460854,4.386364,242.55484,305.49002,25.734186,18.690062,0.2181091,1.2331127,0.009168974,0.027775291,0.4743709,0.4652019,4.3122225,2.9126563,4.902886,2.435248,0.088574864,1.3436093,14.273607,1.0397062,0.82423395,10.910954,7.5757217,1.5425382,3.200045,4.0276537,0.025368035,1.0459323,1.3766849,0.6999123,5.1014733,0.67329794,1.7907106,4.287342,21.38984,0.31842396,497.11172,0.51136315,1182.2007,0.22842984,-130.73274,-0.70470244,1484.6572,0.17942922,819.88025,0.22344483,-127.22381,-0.7004524,2529.1006,0.12307251,712.02527,0.32451594,-129.70143,-0.66297996,-11.586751,-0.48817873,20.028679,0.36480236,0.1146245,0.27806228,-0.009802973,-1.1209029,0.21426457,0.4564892,28.102661,0.44227892,2.3351777,4.212476,15.500632,0.89900553,-1.913308,-8.888586,-1.4184366,9.872459,0.065879144,0.011192231,0.007764476,2.2099447,1.1204482,0.345,0.2583118,0.42,0.45764613,-40.61941,03-01-06-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-02-01.wav,0 days,0 days 00:00:03.336666667,25.167889,0.103560604,23.178247,25.003677,27.69986,4.521612,56.695114,18.043581,9.7030525,9.479507,0.113809116,1.4049448,0.00364856,0.014938576,0.23316912,0.22952056,3.1340501,1.3768517,3.7782707,2.3283637,0.036783405,1.5466146,10.702036,1.6078274,5.3435054,1.4433757,10.708869,1.1018031,5.4290843,2.1013966,0.023065848,0.8327043,1.6825556,0.57338804,3.289558,0.91163033,4.428456,0.7815568,21.039085,0.2991904,562.9193,0.5428217,1038.5878,0.26963314,-139.97949,-0.62607425,1526.3619,0.2433621,737.9295,0.27437708,-140.79219,-0.60015094,2538.4785,0.13409537,647.218,0.34068382,-142.90822,-0.56999975,-12.260626,-0.5311463,19.767748,0.37127256,0.076232396,0.36270314,-0.009698524,-1.099891,0.10423839,0.5422924,27.710243,0.4797862,6.162842,1.6796167,19.81024,0.6906865,2.662904,6.1227465,-2.2346468,10.659966,0.050419495,0.012740945,0.005434284,2.4096386,1.2232416,0.2575,0.08982622,0.53499997,0.48520613,-47.34233,03-01-01-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-01-01.wav,0 days,0 days 00:00:03.536854167,24.898132,0.11789683,22.419266,24.678062,28.138033,5.718767,214.87607,234.97768,32.979195,25.259748,0.087677546,1.3176192,0.0033764495,0.013323441,0.17805266,0.17467621,3.044426,1.7310314,1.7729123,1.0035517,0.02461701,1.4629892,12.063691,1.5017847,6.9972,1.4032323,8.532743,1.341068,5.5954924,2.0434136,0.041234568,2.0068164,1.6430241,0.8309556,3.814314,0.8611991,4.1585236,0.8058556,24.39287,0.30561173,495.10394,0.47911122,1099.0536,0.21926503,-147.38466,-0.5745469,1427.8462,0.18533461,830.0441,0.4094479,-149.99998,-0.5338013,2453.594,0.11177072,664.39844,0.39049277,-152.22731,-0.5021672,-13.886098,-0.497543,22.361008,0.37032315,0.07280826,0.35223204,-0.012349931,-0.8056604,0.07048265,0.5114096,32.200176,0.42128864,7.360875,1.405707,17.143648,0.84792596,5.29292,3.112899,-3.3775508,11.813896,0.062112257,0.010664028,0.00793358,2.840909,1.4409221,0.182,0.116172284,0.4083333,0.441717,-50.563885,03-01-02-01-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,0 days,0 days 00:00:04.204208333,26.643515,0.3187738,23.912548,24.873695,25.65654,1.7439919,259.93094,185.36726,31.70536,19.714031,0.112091206,1.0329808,0.003985412,0.0797612,0.23009667,0.22611126,2.1242347,0.9680224,1.6590345,1.0573461,0.028854266,1.2678488,13.077657,1.6240602,7.3516154,1.442823,6.001685,1.7695369,5.9520736,2.003853,0.017929945,1.4269451,1.0393103,0.9369093,4.6187706,0.7270042,4.8440423,0.79007,22.471722,0.50102305,428.0837,0.38646412,1138.0289,0.193662,-128.91278,-0.7109131,1347.3491,0.18171567,846.1771,0.28720754,-130.09113,-0.670969,2395.8477,0.10990487,623.34265,0.2992301,-131.75937,-0.6388577,-12.430011,-0.9014748,21.078375,0.58954823,0.056742106,0.44538486,-0.010874443,-0.94215333,0.05444043,0.5358803,30.242128,0.6092655,10.893767,0.9778757,9.23765,1.3558382,6.276472,2.4913037,-0.6145685,8.620009,0.06280923,0.011000798,0.013461261,2.3866348,1.4492754,0.26,0.115614295,0.40666667,0.42870608,-50.158306,03-01-02-02-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,0 days,0 days 00:00:03.703708333,26.414188,0.0759851,24.860573,26.163662,27.98399,3.123417,232.39737,310.387,35.15411,20.592354,0.16965015,1.1819457,0.0055775456,0.018812904,0.36667857,0.36110103,4.241098,2.7259114,3.391404,2.0900514,0.056361325,1.2451082,11.406744,1.6229581,7.7429276,1.1843121,10.046973,1.3594992,3.1041646,4.477548,0.031541836,1.4551085,1.1506318,0.5971637,4.5147586,0.61879754,3.6230493,1.248036,20.027826,0.40186828,438.1342,0.45990813,1162.5554,0.19518684,-130.76447,-0.71022016,1379.9707,0.2064217,851.84375,0.3007881,-132.38899,-0.6699386,2438.6218,0.109718844,616.6912,0.3708194,-134.45111,-0.63872886,-13.037167,-0.55039155,20.963469,0.4019592,0.083916925,0.30322236,-0.015348731,-0.685314,0.12869023,0.41799903,30.789637,0.35895392,5.8172307,1.6689361,16.452332,0.9935728,-4.2059426,-4.2983136,-1.6405176,10.301579,0.045838684,0.011686173,0.0155144585,2.1680217,0.82417583,0.43666667,0.32724437,0.565,0.440142,-44.432705,03-01-03-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,0 days,0 days 00:00:03.636958333,33.485363,0.10049628,31.802015,33.419113,35.896896,4.094881,113.93727,100.56792,11.214111,19.98147,0.2858157,1.3642024,0.010425472,0.043358073,0.56472117,0.5542957,10.626365,7.6041903,6.592664,3.1852744,0.13527803,1.6282266,14.481514,0.9700486,-1.8059914,-5.997947,4.85782,2.4393258,3.6540744,4.045955,0.041945104,1.343116,1.3559419,0.7486169,5.614519,0.7915522,5.0815153,1.8678522,18.20103,0.41575766,483.4795,0.5669568,1185.0814,0.24580328,-145.28073,-0.5869216,1446.2875,0.21777771,825.48267,0.34167564,-129.26167,-0.6900534,2490.7305,0.13728748,620.2915,0.3519799,-131.63551,-0.65414536,-10.023134,-0.6186035,19.82929,0.33770075,0.11348582,0.27062818,-0.010674771,-0.8743485,0.33150545,0.7645136,26.856289,0.3931046,-1.4083629,-7.5267043,8.30179,1.9081019,-2.1950347,-8.805354,-3.1127098,13.557925,0.046924397,0.010700178,0.016908264,2.486188,1.1204482,0.33249998,0.35216296,0.42999998,0.4782886,-36.774532,03-01-03-02-01-02-01.wav
